content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	avgNeg	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	avgPos	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP	SNpos	SNneg	SNpleas	SNatten	SNsensi	SNapt
Must go and scrape the ice off the windscreen	0	neutral	0	0	0	0	0	0	-1.172	0.513	0	2	0.2189941984	0	-0.3540039063	neutral	0	0	0	-1	-2.397	1	0	0	2.648	0	0	1	0.465	-0.069	-0.056	0.743	-0.453	0.838
beganhobbling toward	0	neutral	0	0	0	0	0	0	0	0.571	0	2	0	0	0	neutral	0	0	0	-1	0	1	0	0	0.34	0	0	1	0	-0.041	-0.029	-0.063	-0.047	-0.11
@heidiswift Nice! Enjoy your travels. Maybe we'll meet up when you're back and have some shop-talk.	0	positive	3	0	0	2	1	5	-1.504	6.208	0	1	1.1831741314	1	-0.1244535446	positive	0	0	1	-1	-0.865	3	0	0	4.866	1	0	3	0.828	-0.036	0.766	1.222	-0.133	0.481
Jury awards $12 million to woman with brain injury - Washington Post: Jury awards $12 million to woman with brain ... http://bit.ly/aXInRg	0	neutral	0	1	1	2	0	6	-2.981	3.943	-2	2	0.12890625	0	-0.5314941406	neutral	1	1	0	-1	-6.38	2	0	1	5.052	2	1	1	0.336	-0.695	-0.861	-0.218	-1.132	-0.571
whitehouse	0	neutral	0	0	0	0	0	0	0	0.742	0	1	0	0	0	neutral	0	0	0	-1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Matt Lawrence : American Idol Hollywood night  part two  recap (group sings! - http://www.askbiography.com/bio/Matt_Lawrence.html	0	positive	1	0	0	1	0	0	-0.207	5.209	0	1	0.1875	0	-0.7060546875	neutral	0	0	1	-1	-0.277	1	0	0	5.204	0	0	2	0.526	-0.125	-0.067	0.262	-0.004	1.243
@DCSTsamPA advil cold and sinus will become your best friend.	0	positive	3	1	1	1	0	3	-0.446	2.233	0	2	0.265625	1	-0.9159049988	neutral	0	1	1	-1	-4.272	2	0	0	3.613	1	0	2	0.762	0	0.386	0.912	-0.405	1.271
RT @lr3031: @LizBlaine My latest-> Barack Obama: You Have ?No Reasonable Expectation Of Privacy? http://bit.ly/c29txn PLS RT #tcot #sgp #usa	0	neutral	1	0	0	1	1	0	-4.344	4.792	-1	2	0.84375	0	-0.2728910446	neutral	0	0	1	-1	-1.565	1	0	0	1.719	0	0	1	0.387	-0.046	0.065	0.951	-0.651	0.66
@skydiver Wow! Not that we need the extra dose of energy this year but you'll just add to the wildness factor! Have the BEST time!	0	positive	3	0	0	2	1	7	-2.668	6.251	0	1	1.0537109375	0	-1.0209379196	positive	0	0	1	-1	-2.554	4	0	0	4.075	0	0	4	1.311	0	0.505	2.135	-1.143	2.55
did a show last night and tonight. have shows on sunday  monday  tuesday  and wednesday. I'm a busy lil comic	0	neutral	0	0	1	0	0	0	-1.575	1.086	0	2	0.4863001108	0	-0.2836332321	neutral	0	0	0	-1	-1.405	1	0	0	6.329	1	0	1	1.459	-0.602	0.151	1.602	-0.583	1.13
@brittnicole9 Save Your Marriage By Hearing With Your Heart http://bit.ly/80EcuA	0	positive	1	0	0	0	1	2	-1.201	2.226	0	2	0.2177734375	2	-0.2890625	neutral	0	1	2	-1	-0.517	2	0	0	0.834	2	1	2	1.355	0	1.185	1.73	-0.379	1.407
? For The One I Love - The G.... http://tinyurl.com/yk322o5	0	positive	1	0	0	1	0	3	-0.172	2.419	0	1	0.3566894531	1	-0.03125	positive	0	0	1	-1	-0.418	2	0	0	2.207	0	0	3	0.602	0	0.491	0.365	0.102	1.055
Our biggest fan who has his own Sunday network show! RT @dcsportsbog: David Gregory just sent me an e-mail about the Capitals. FYI.	0	positive	1	0	0	0	1	3	-5.645	5.258	0	1	0.2956581116	0	-0.125	positive	0	0	0	-1	-1.116	3	0	0	3.049	1	0	2	1.628	0	1.347	2.018	-0.579	2.195
what the heck is this thing stuck in my throat....	0	neutral	0	2	1	0	0	0	-1.759	0.222	-2	2	0	0	-0.0322265625	negative	0	0	0	-1	-4.9	1	0	0	1.094	0	0	1	0.15	-0.211	-0.136	0.018	-0.224	-0.05
ART AND MUSIC HAPPENINGS THIS WEEKEND! 2/12 ? 2/14Tucson Citizen... www.azjazz.net ;The station is dedicated to all thi http://url4.eu/1NYIx	1	positive	1	0	0	1	1	2	-0.285	2.951	0	1	0.703125	2	0	neutral	2	0	3	-1	-0.856	1	0	0	5.304	0	0	2	0.358	0	0.094	0.526	-0.137	0.592
Take someone to prom that you KNOW you would have fun with.	0	positive	1	0	0	1	1	4	-2.901	2.634	0	1	0.221985817	1	-0.3275785446	positive	0	0	1	-1	-0.94	3	0	0	0.659	0	0	2	0.339	-0.07	0.019	0.503	-0.363	0.642
@xchrissielynn lmfao gosh i feel sorry for you =p you HAVE to put up with my drunken tweets on Tuesday ;)	0	negative	0	2	2	0	0	4	-5.348	3.979	-1	3	0.3790225983	0	-0.2650785446	neutral	0	1	0	-2	-3.943	2	1	0	2.461	0	0	1	0.352	-0.425	-0.819	0.666	-0.928	0.859
Don't Ask Me a Question  If You're Not Going to Believe My Answer. http://formspring.me/KAPZTHATITAN	0	neutral	0	0	0	0	0	0	-4.787	2.405	0	2	0.3360595703	0	-1.1320457458	neutral	0	0	1	-1	-2.133	1	0	0	0.491	0	0	1	0.36	0	-0.053	0.746	-0.477	0.867
Watching the first snow fall for us and wanting to be a together as a family enjoying it.... cancer SUCKS	0	positive	0	3	2	1	1	2	-3.279	3.668	-4	3	0.1383248334	1	-0.875	negative	3	3	1	-2	-4.65	2	1	1	5.272	1	1	3	0.945	-0.564	0.322	0.024	-1.961	0.798
RT @RevRunWisdom: Never allow a person tell you NO who doesnt have the power to say YES	0	neutral	2	0	0	0	0	2	-4.9	5.003	-1	2	0.528137207	0	-0.7103910446	negative	0	0	0	-1	-3.947	1	0	0	1.504	0	0	1	0.782	-0.034	-0.08	0.887	-0.696	2.137
@pushaman2010 jo jo!!!!! I'm coming down atl next sat. I wanna see you	0	positive	0	0	1	0	1	0	-1.678	3.336	0	1	0.1155110747	0	-0.09375	neutral	0	0	0	-1	-2.633	2	0	0	2.206	0	0	2	0.129	-0.312	-0.749	0.418	-0.427	0.211
@Baby_Rinna I miss u!	0	negative	0	1	1	0	0	0	-1.328	0.784	-2	3	0	0	-0.0859375	neutral	0	0	0	-2	-2.066	1	0	0	0.208	0	0	2	0	-0.892	-0.955	0	0.733	-0.989
@AmIzzy she's carrying them around with her  so bound to lose some.has 2 at a time lately!	1	negative	0	1	1	0	1	0	-2.652	1.401	0	2	0.0222167969	0	-0.2369537354	neutral	1	2	0	-2	-3.197	1	1	1	1.418	0	1	2	0.245	-0.029	0.019	0.18	-0.028	0.415
@AmericanWomannn The Spinners ? Then Came You ? http://blip.fm/~kt1nu	0	positive	0	0	0	0	0	0	-0.357	3.158	0	1	0.0234375	0	0	positive	0	0	0	-1	-0.081	1	0	0	0.718	0	0	2	0.146	0	0.105	0.142	-0.167	0.358
The Albert Einstein guide to Conversational Media http://j.mp/dvWXru via @luisdans	0	neutral	0	0	0	0	0	0	-1.279	5.574	0	1	0.2501220703	0	0	neutral	0	0	2	-1	-0.165	1	0	0	2.293	1	0	1	0.156	0	0	0.152	0	0.316
@JBagley That's where 83% of all stats come from  you know. I read it somewhere on the internets once. (But seriously  @art2gee might know.)	0	neutral	1	0	1	0	0	0	-4.216	1.888	0	1	0.5371770859	0	-0.46875	positive	0	0	0	-1	-2.855	1	0	0	1.55	0	0	1	0.741	0	0.066	1.743	-0.919	1.436
@kkaiming how was the swimming carnival?	0	neutral	0	0	0	0	0	0	-1.099	0.724	0	1	0	0	-0.3125	neutral	0	0	0	-1	-0.219	1	0	0	0.825	0	0	1	0.158	0	-0.036	0.264	-0.165	0.411
@Celebforever I didn't throw it around it was your family member who I feel tried to dis respect me by putn me down to lift u up unessecary	0	positive	1	0	2	1	1	0	-7.841	2.688	0	2	1.0755267292	1	-0.3886899948	negative	0	0	1	-1	-5.09	1	0	0	1.253	1	0	3	0.648	-0.312	-0.21	1.262	-1.291	1.134
Tanj writes: My interest in Java waned when I could do server-side JavaScript with a call out to C++ when I... http://twisca.com/?BZ.fB	0	positive	1	0	0	0	0	1	-2.453	2.921	0	2	0.3601074219	0	-0.4397645025	neutral	0	0	1	-1	-3.148	1	0	0	4.242	0	0	2	0.43	-0.098	-0.043	0.985	-0.25	0.191
Had a nice sleep...now i gotta sort out how i'm gonna get out of this bed...gotta get ready for the club	0	positive	2	0	0	2	1	3	-2.649	2.074	0	1	0.4650955219	0	-0.1297683716	neutral	0	0	0	-1	-2.289	2	0	0	2.293	0	0	2	0.834	0	0.255	0.945	-0.377	1.584
Massa Still Has Room To Grow - http://tinyurl.com/yeo3sa9 #NFL #NCAA	0	neutral	0	0	0	0	1	0	-2.892	0.573	0	1	0.15625	1	-0.0405864716	neutral	0	0	1	-1	-3.618	1	0	0	1.022	1	0	1	0.474	0	0.584	0.787	-0.324	0.375
I'm awake since 5:30 :) I'm improvin RT @pigarmahdar: @joeclemenzy Hey! Ure awake...and its 7:37..are u on drugs? TUMBEN BANGET!!! XD	0	positive	0	0	0	0	0	0	-2.926	4.933	0	1	0.09375	0	-0.0625	positive	0	0	0	-1	-3.377	2	0	0	3.713	0	0	3	0.084	-0.028	-0.04	0.175	-0.198	0.185
Having a bad day? (Story 2) - A man was working on his motorcycle on his patio and his wife was in the... http://tumblr.com/xeg6dfsho	0	negative	0	1	1	0	0	0	-2.004	2.328	-3	2	0.146484375	0	-0.5049285889	neutral	1	1	1	-2	-3.271	1	1	1	5.2	0	1	1	0.241	-0.367	-0.651	0.671	-1.034	0.635
is finished with my taiwan assignment. Now: vacation	0	neutral	0	0	0	0	1	0	-4.999	1.151	0	1	0.40625	1	-0.00390625	neutral	0	0	1	-1	-1.464	2	0	0	3.002	0	0	1	0.9	0	0.777	1.023	-0.084	0.984
Snowin!! I love it!! And I love my life	0	positive	2	0	0	2	0	6	-0.466	4.105	0	1	0.7046203613	2	-0.0625	positive	0	0	2	-1	-1.224	4	0	0	4.214	0	0	3	1.393	0	1.484	1.175	-0.057	1.578
just had the nastiest fall. #wth i feel like i might have broken a bone.	0	negative	3	2	1	1	0	2	-4.438	0.354	-1	4	0.3841496472	0	-0.3970365524	negative	2	2	0	-3	-8.42	1	0	1	1.363	0	1	2	0.803	-0.194	0.075	1.649	-1.32	1.423
WTH-Cambridge  Mass. plans coercive taxes and veganism to stop climate emergency?? http://bit.ly/bUfgOr	1	neutral	0	2	1	0	0	0	-2.794	0.199	-3	1	0.3126220703	0	-0.0031728745	neutral	1	1	0	-1	-3.255	1	0	0	0.971	0	1	1	0.181	0	0	0.299	-0.111	0.354
http://bit.ly/BigFis Three Bayonettas  One In Athletic Gear  And Dueling Pikachu Girls [Gallery] http://url4.eu/1Njb3	0	neutral	0	0	0	0	0	0	-0.821	1.915	0	1	0.2856445313	0	0	neutral	0	0	2	-1	-0.217	1	0	0	2.5	0	0	1	0.291	0	0.123	0.283	0.299	0.713
@iamsrk ur indeed THE Supertsar.. THE Real life Hero. Love and Respect to u... Do it.Fight it.Win it . Kolkata is surely loving MNIK...	1	positive	5	0	0	4	2	7	-3.686	6.212	0	1	1.915435791	4	-0.1249656677	positive	0	0	5	-1	-1.161	3	0	0	5.017	4	0	4	2.451	0	2.466	2.857	-0.949	2.982
@faberfaberdrive I like your shirt  too! Haha  oh man. Such fashionable lads.	0	positive	2	0	1	2	0	5	-1.547	4.772	0	1	0.2749023438	0	-0.15625	positive	0	0	1	-1	-1.184	2	0	0	0.689	0	0	2	1.284	-0.031	1.518	1.114	-0.208	1.255
@Jchawes have you try Melatonin it has work for me	0	neutral	0	0	1	1	0	0	-1.683	2.241	0	1	0.1838992464	0	-0.1244535446	neutral	0	0	0	-1	-1.666	2	0	0	1.025	0	0	1	0.364	0	-0.047	0.626	-0.256	0.769
Definition: Sales 2.0 is about sales people using Web 2.0 tools and social media to sell more effectively http://bit.ly/cy7oUP	0	neutral	0	0	0	1	0	2	-5.22	4.484	0	1	0.66015625	0	-0.001953125	neutral	0	0	0	-1	-0.979	1	0	0	1.457	0	0	1	0.731	0	0.309	0.852	-0.27	1.16
Neve sulla capitale!!!!!!! http://twitpic.com/12qind	0	positive	0	0	0	0	0	0	0	3.143	0	1	0	0	0	neutral	0	0	0	-1	-0.867	1	0	0	1.456	0	0	2	0	0	0	0	0	0
RT @DemiRetweets: RT If Demetria Devonne Lovato is the most beautiful name you have ever heard.	0	positive	1	0	0	1	0	3	-1.987	6.288	0	1	0.8448410034	1	-0.1244535446	positive	0	0	1	-1	-0.388	4	0	0	2.563	0	0	3	0.582	0	0.293	0.666	-0.281	1.069
@twifans I want to see the sex scene in 3-D :D (if they make one up  that is...)	0	neutral	1	0	0	0	1	1	-2.596	2.476	0	1	0.4736944735	1	-0.5991210938	neutral	0	0	1	-1	-2.049	2	0	0	0.712	1	0	1	1.062	0	1.093	1.653	-0.245	0.89
Prepare yourself	0	neutral	0	0	0	0	1	0	-0.387	1.111	0	1	0	0	0	neutral	0	0	1	-1	0	1	0	0	1.06	0	0	1	0.062	0	-0.063	0.31	-0.157	0.094
?If 'pro' is the opposite of 'con' what is the opposite of 'progress'?? Paul Harvey #quote / http://tinyurl.com/angjyt #humor #government	1	positive	1	0	0	1	1	2	-4.631	5.626	0	1	0.318359375	0	-0.203125	neutral	0	2	1	-1	-0.833	1	0	0	1.52	0	1	3	0.164	0	0	0.195	-0.12	0.417
Break This Lamp To Make It Glow Yellow  Just Like You Do With An Egg [Lamps] http://bit.ly/brOstv	1	neutral	3	1	1	2	1	2	-2.124	2.823	0	1	0.782104522	1	-0.3654670722	positive	0	0	1	-1	-0.944	1	0	0	4.03	1	0	1	0.831	-0.036	0.527	1.227	-0.681	1.221
working at vanoc has screwed up my sleeping pattern.....but in other news  i picked up a lot of olympic gear :)	0	negative	0	1	0	0	0	0	-1.062	1.143	-2	2	0.306640625	0	-0.515625	negative	0	1	2	-3	-4.784	2	0	1	2.919	0	0	1	0.407	0	0.243	0.339	-0.057	0.664
Hm @EllnMllr  @Stereogab  number of registered federal lobbyists fell to 13 742 in 2009 from 14 442 in 2008 Jobless recovery?	0	negative	0	2	2	1	0	0	-2.832	1.183	0	2	0	0	-1.0190544128	neutral	1	1	1	-2	-3.289	1	0	0	2.619	0	0	1	0.213	-0.045	-0.219	0.618	-0.309	0.412
I posted 60 photos on Facebook in the album Kiss an iPod Challenge 2010 http://bit.ly/9eMfw8	1	positive	1	0	1	0	1	2	-1.598	3.745	-1	1	0.0517578125	1	-0.15625	positive	0	1	1	-1	-1.096	1	0	1	3.587	0	1	3	0.865	0	1.311	0.892	0.068	0.317
A sex doll with a reloadable hymen? Well Happy Valentine's Day to me! http://is.gd/8fdYV	0	positive	2	0	0	2	2	3	-0.375	4.188	0	1	0.9380114098	3	-0.125	positive	0	0	2	-1	-0.341	3	0	0	3.649	2	0	2	1.813	0	2.666	1.731	-0.084	0.951
i love this song! RT @JBrownie16: I wannabe where u r! trey songz!	0	positive	1	0	0	1	0	3	-3.11	5.316	0	1	0.4772949219	1	-0.0625	positive	0	0	1	-1	-1.351	3	0	0	3.967	0	0	3	0.447	0	0.491	0.227	-0.087	0.71
The Biggest Buddha in Thailand ? : http://su.pr/17HbG5 #blog #travel #thailand #thai #fb #buddhism #bangkok #phuket #pattaya #koh samui	0	neutral	0	0	0	0	0	0	-1.454	7.997	0	1	0	0	-0.25	neutral	0	0	0	-1	-0.271	1	0	0	9.094	0	0	1	0.176	0	0.063	0.173	0	0.292
RT @JohnnaS: Before you are born you choose many opportunities to learn in many different ways. http://bit.ly/csPOcg	0	neutral	0	0	0	0	0	2	-3.035	4.512	0	1	0.1484375	0	0	neutral	0	0	1	-1	-0.553	2	0	0	1.906	0	0	1	0.566	-0.11	0.699	0.382	-0.177	0.394
RT @cakedream: Ppl who say sex is over rated is nt hving mindblowing body shaking ass slapping hair pulling skin gripping awesome sex..#imjustsaying	0	positive	1	0	0	1	1	4	-5.519	4.714	-4	2	1.4922485352	1	0	positive	0	2	1	-2	-4.802	4	0	0	5.367	1	1	3	1.61	-0.088	1.734	1.989	-0.074	1.026
My commitments demonstrate my values shape my life and determine my destiny.	0	positive	1	0	0	1	0	0	-0.296	3.432	0	1	0.0722961426	0	-0.03125	neutral	0	0	1	-1	-2.646	2	0	0	4.493	0	0	2	1.252	-0.046	0.923	1.506	-0.101	1.422
@u92fm my votes are for your entertainment  live like were dying  whatt ya wat from me. time for miracles	1	positive	3	1	1	2	2	2	-5.666	5.708	0	2	0.2500519753	1	0	neutral	1	1	1	-1	-3.003	2	1	1	2.626	1	1	2	1.266	0	1.55	0.868	-0.577	1.834
Do you hate sales? We all must sell at one point or another. Selling is Good: http://ipoint.to/SellingIsGood #linkedin #sales #fearofselling	1	negative	1	1	1	1	1	3	-6.539	3.794	-3	2	1.3104394097	1	-0.7499656677	neutral	1	1	1	-4	-2.837	2	1	1	1.173	1	1	2	0.39	-0.835	-0.653	0.837	0.619	-0.155
wtheck! secirity and management at front door with 2 costemer?!?!?	0	positive	0	0	0	0	0	0	-0.472	1.807	0	2	0	0	-0.0317382813	neutral	0	0	1	-1	-1.749	1	0	0	2.349	1	0	2	0.295	0	0.055	0.447	-0.223	0.604
Bout to hit up red lobster. Get my tgif meal in.	0	neutral	0	0	0	0	0	0	-1.314	1.284	0	1	0.0674476633	0	-0.4042970389	neutral	0	2	0	-1	-1.226	2	0	2	4.88	0	0	1	0.294	-0.028	-0.138	-0.351	-0.124	0.51
Domain Names  Web Hosting and Online Marketing Services And Many More To Succeed In Online Business. http://bit.ly/aN3JB3	1	positive	1	0	0	1	1	0	-3.972	3.686	0	1	0.169921875	1	0	neutral	0	0	1	-1	-0.443	1	0	0	3.15	1	0	3	0.451	0	0.082	0.637	-0.057	0.689
Stamp duty effect on home sales http://www.lettingprotection.com/News/View.aspx?newsItemId=626	0	neutral	0	0	0	0	0	0	-0.562	0.826	0	1	0.03515625	0	-0.2197265625	neutral	0	0	0	-1	-0.939	1	0	0	1.253	0	0	1	0.067	0	0	0.224	-0.159	0.137
I just found out aside from recording and publishing his poetry  Ryan Adams also paints. He ain't that bad either. http://twitpic.com/12oa68	0	negative	1	1	1	0	0	0	-2.864	4.309	-3	1	0.1726074219	1	-0.4213752747	neutral	1	1	1	-2	-2.649	2	1	1	5.391	1	1	1	0.791	-0.367	-0.557	1.422	-1.334	1.736
RT @SylvainPaley @Pingolin: A tester sur Google Buzz : http://bit.ly/c546rs // Hehe	0	positive	0	0	0	0	1	0	-1.441	5.823	0	1	0	0	-0.17578125	neutral	0	0	1	-1	0	1	0	0	3.604	0	1	2	0	0	0	0	0	0
@JenAnsbach haha i will follow more people when i get better at this whole twitter thing. you have a good weekend too :)	1	positive	3	0	1	2	1	8	-3.91	4.855	0	2	1.5436170576	1	-0.3441801071	positive	0	0	1	-1	-2.418	2	0	0	2.072	1	0	2	2.611	0	1.763	3.712	-0.371	2.728
@hackneye ahh I found my account with Spotify that I had ages ago  thanks a lot :)	0	positive	0	0	0	0	0	2	-2.087	2.545	0	1	1.678466796875E-4	1	-0.140625	positive	0	0	1	-1	-2.2	3	0	0	2.898	2	0	2	0.485	-0.028	0.332	0.56	-0.15	0.593
RT @thisislavie: due to our site being down-to enter our giveaway for a chance to win free gold earrings provided by shayan afshar. pls RT	1	neutral	2	0	0	3	0	7	-1.654	5.634	0	1	0.3532481194	0	-0.423828125	neutral	0	0	1	-1	-2.21	2	0	0	4.112	0	0	1	2.172	0	1.673	2.572	-0.46	2.731
CAN'T SLEEP..: http://chatter.com/a/1vhqf	0	neutral	0	0	0	0	0	0	0	0	0	3	0	0	-0.03125	neutral	0	0	0	-1	-0.639	1	0	0	0.848	0	0	1	0	0	0	0	0	0
RT @DjBEYONDnyc: just played the @thereallumidee & @djrobdinero so fly remix at the diesel store on 60th and lexington. i just remember how crazy this is.	0	neutral	2	1	1	0	1	0	-2.072	3.679	-2	2	0.6127929688	0	-0.3242197037	positive	1	1	1	-1	-1.518	1	0	1	5.001	0	1	1	0.461	-0.163	-0.324	0.831	-0.424	0.83
#FF The Good Guys @swampynomo @Jim_DeSantis @MOVIEBRAINROT @fourtoedfoot @sawyer840 @bquain @vquain  @Levi_Muller @Mia @dhlawrencexvii	1	positive	1	0	0	1	1	3	-0.253	6.692	0	1	0.7083761115	1	0	positive	0	0	1	-1	0	1	0	0	1.069	1	0	2	0.965	0	0.92	1.054	0	0.923
@BigPHOTE_PLO I could care less though...unless he bout to give me a bomb gift  LOLOL! If not  he can stay at home with the main	2	positive	1	1	2	0	1	4	-5.142	4.01	-1	2	0.0441894531	1	-0.8285521326	positive	1	2	2	-1	-3.305	2	0	2	3.278	0	1	3	1.629	-0.066	1.85	1.528	-0.396	1.633
Very happy it's half term :) although  I still have to go in school on Tuesday and Wednesday  which sucks.	0	positive	1	1	1	1	1	3	-2.471	1.628	-3	2	0.8444824796	1	-0.2197275162	negative	0	0	1	-2	-5.033	3	0	0	4.014	2	0	3	1.207	-0.026	1.457	1.525	-0.639	1.199
And With That Said... I Know What Im Doin 4 #V-Day! I'm Workin That Day! Paper Is Worth More Than Love In My Book!	0	positive	2	0	0	2	0	5	-3.467	4.528	0	2	0.6138305664	1	-0.0625	positive	0	0	2	-1	-2.671	2	0	0	4.814	0	0	3	0.839	-0.07	0.461	0.827	-0.192	1.346
Finally editing the Tamper Review!! So fun http://tweetphoto.com/11105662 (via @hslade3)	1	positive	1	1	1	1	2	4	-0.186	3.807	0	1	0.0020141602	2	-0.203125	positive	0	0	2	-1	-0.253	2	1	0	2.251	1	0	2	0.082	0	0	0.074	0	0.173
@martieu So hard to take people seriously when they mispronounce words! Although my in-laws and I have a running feud about the word dour.	0	negative	0	2	3	0	0	0	-10.161	2.964	-1	3	0.2683115005	0	-0.9638431668	neutral	0	3	1	-2	-3.247	1	0	2	2.654	1	0	2	1.169	0	0.211	2.019	-1.053	2.333
@andrewhyde it was great seeing you too! I believe I'm inspired to speak at Ignite sometime.... I already have an idea in the works...	1	positive	1	0	1	2	0	5	-3.379	7.999	0	1	1.27734375	1	-0.8275785446	positive	0	0	1	-1	-3.381	3	0	0	4.609	1	0	3	1.691	0	1.131	2.513	-0.888	2.32
Follow my new profile ladies @Just_Stop <<<<<<@_SAMMii @ValBo0 @akan_emem @kristaduh2010 @MechanicalSTEEZ @keentastic @TuAllure	0	neutral	0	0	0	0	0	0	-4.136	3.926	0	1	0.0800796598	0	0	positive	0	0	0	-1	-0.366	1	0	0	1.894	0	0	1	0.253	0	0.011	0.528	-0.144	0.442
attempting to understand history lol	0	positive	1	0	0	0	0	3	-2.991	0.58	0	1	0.0859375	0	0	neutral	0	0	0	-1	-1.489	2	0	0	0.031	0	0	2	0	-0.106	-0.083	0	-0.103	-0.132
#LOPPSI : VOTEZ CONTRE ICI: http://bit.ly/cpFuMo PLEASE RETWEET [URGENT]	1	positive	1	1	1	0	1	1	-1.167	1.471	-1	1	0.09375	0	0	neutral	0	1	0	-1	-3.166	1	0	0	0.558	0	1	2	0.136	0	0.189	0.193	-0.28	0.307
@tcote Yes. Just wished I could breath through my nose... Henry Pool was here is ok though.	0	neutral	2	0	0	0	0	1	-2.481	1.675	0	2	0.5362548828	0	-0.0466308594	negative	0	0	1	-1	-4.264	2	1	0	2.05	0	0	1	0.213	-0.138	0.067	0.233	-0.384	0.294
@emilioeric  Your world is my world and my fight is your fight my breath is your breath and your heart  ? http://www.twitpic.com/12naqy 15	0	negative	1	0	2	0	0	0	-2.703	4.394	-2	1	0.0498046875	0	-0.0029296875	positive	0	2	0	-3	-2.043	2	0	2	2.598	0	2	1	0.371	-0.171	0.204	0.457	-0.381	0.178
@frankenteen Are you ever gonna come to the UK? Oh and....Like my twitter Background? Its you and @mark_salling! :)	0	positive	0	0	0	0	0	0	-2.364	8.227	0	1	0.2520208359	0	0	positive	0	0	0	-1	-1.371	2	0	0	2.446	0	0	2	0.552	0	0.387	0.779	-0.513	1
@xolindsey87 haha yeah they called my house while I was at school  they're sending tags for it and then they'll send me the right size.	0	positive	1	0	0	1	0	4	-5.718	2.525	0	1	0.2866210938	0	-0.178031262	neutral	0	0	0	-1	-3.598	2	0	0	2.222	1	0	2	1.606	0	1.128	1.819	-0.414	2.284
http://tinyurl.com/2d52ow	0	neutral	0	0	0	0	0	0	0	0	0	1	0	0	0	neutral	0	0	0	-1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Had toooooo much fun yesterday with my @GlamBarSalon family!! We go so hard for eachother!	0	positive	1	1	1	1	1	4	-1.079	2.886	-1	1	0.2741699796	1	-0.4487646222	positive	0	0	1	-1	-2.793	4	0	0	2.389	0	0	2	1.154	0	0.852	1.094	-0.084	1.6
RT @RockyRivera: Buy your girlfriend the gift that keeps on giving: GOOD MUSIC SHE CAN RELATE TO! :) www.cdbaby.com/cd/RockyRivera	2	positive	1	0	0	1	2	5	-2.74	4.418	0	1	1.3060323615	3	-0.0234375	positive	1	0	4	-1	-1.413	2	0	0	2.784	1	0	2	2.095	0	2.048	1.942	-0.14	2.319
@Wellness_News Thanks for the RT :) It was so nice talking to you today! Have a great night  and a Happy Valentine's day.	0	positive	3	0	0	3	1	11	-1.229	8.47	0	1	1.0400390625	1	-0.3773832321	positive	0	0	1	-1	-1.038	3	0	0	6.963	1	0	3	1.864	0	2.006	1.641	-0.309	2.253
#solar Folding solar panel - MotorhomeFun: I have been debating with myself for the past year as to the benifits o... http://bit.ly/b1yV2l	0	neutral	0	0	0	1	0	0	-3.858	2.687	0	1	0.046875	0	-0.2260160446	neutral	0	0	0	-1	-2.882	1	0	0	1.465	0	0	1	0.705	-0.048	0.455	0.922	-0.585	1.181
@VerityW Maybe its more about the questions Mr Morgan was asking? -- I mean i have alot of time and respect for old Gord  but i dont [1/2]	0	positive	1	0	0	1	2	0	-6.809	3.61	0	2	0.6096076965	1	-0.2182035446	positive	0	0	1	-1	-3.819	2	0	0	2.747	1	0	3	1.356	-0.027	0.33	2.308	-1.315	2.664
End-of-the-year giving statements have gone out. If you have not received yours  please call the Summit office. 407-897-8130	0	positive	1	0	0	0	0	1	-5.905	2.687	0	1	0.46875	0	-1.360580924	neutral	0	0	2	-1	-3.04	1	0	0	0.775	0	0	2	0.771	0	0.297	1.188	-0.768	1.629
Reading can get you killed...in Nazi Germany http://imtsbro.com/2010/02/12/so-i-hear-youre-fond-of-literature/	0	positive	0	0	0	0	0	0	-1.752	1.829	0	2	0.0293617258	0	0	neutral	0	0	1	-1	-0.705	1	0	0	0.579	0	0	3	0.277	0	0.024	-0.316	-0.124	0.459
Day 2 done  all lookin tired but still a lot of fun with the mixture of talkin to friends and sellin good staff!	1	positive	3	1	1	2	2	7	-3.03	4.858	-2	2	1.115602674	2	-0.4312114716	positive	0	1	2	-1	-2.499	3	0	0	4.604	1	0	2	3.246	0	2.759	3.797	-0.657	3.841
@jonasdangerjoe I am interested in jemi ... you two (joe and demi) do very lovely couple!!	1	positive	2	0	0	1	1	5	-1.628	5.551	0	1	0.890625	1	-0.195766449	positive	2	0	2	-1	-0.855	3	1	0	3.841	1	0	3	1.112	0	0.784	1.332	-0.022	1.429
Catch me & @djcoolface @iamtyfromct and the rest of the Definition of Ent fam an 4eternity at NVCC fashion http://tl.gd/8k0qk	1	neutral	0	0	0	0	0	0	-0.957	2.985	0	1	0.1875	0	-0.1473693864	neutral	0	0	1	-1	-0.714	1	0	0	4.284	0	0	1	0.393	0	0.453	0.443	-0.27	0.505
