content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg	emo_joy	emo_anticipation	emo_fear	emo_trust	emo_sadness	emo_anger	emo_surprise	emo_disgust
#Kinect Makes Learning Playful with Help from #SesameStreet and #NationalGeographic #education #microsoft http://t.co/pU1VqiOB	2011-10-19 15:56:30	126688181688078000	noUser	microsoft	1	2	2	4	0	0	0	positive	3	-0.0138549805	3	0.546875	0	neutral	-1	1	0	0	1	0	1	1	0
New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/FYyIIMIX #VARs #phones	2011-10-19 15:56:00	126688055691190000	noUser	microsoft	0	2	0	0	4	0	0	neutral	0	0	2	0.0875244141	0	neutral	-1	0	1	0	0	0	0	0	0
#Europe Approves #Microsoft Takeover of #Skype -http://mrkt.ms/r9CGEO #UK #London	2011-10-19 15:55:11	126687847762772000	noUser	microsoft	0	1	1	2	4	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
@allyfish87 leaning that way for battery. Have #Microsoft xbox, media pc and zune so would a Droid fit better? #idk thanks tho :)	2011-10-19 15:49:38	126686450019344000	noUser	microsoft	3	2	3	5	4	0	0	neutral	2	-0.1908597946	4	1.0701599121	0	neutral	-1	0	0	0	1	0	1	0	0
RT @Microsoft_EDU: Quality #education is vital. Attend #Microsoft &amp; #Desire2Learn session at #EDUCAUSE http://t.co/Gym6pUUx #EDU11	2011-10-19 15:49:18	126686367479632000	noUser	microsoft	0	1	0	0	3	0	0	neutral	1	0	3	0.66015625	0	neutral	-1	0	0	0	0	0	0	0	0
RT @ManelFMartinez: How #Apple eclipsed #Microsoft http://t.co/IJ6XyDp3  #sun rise #in via @guardian	2011-10-19 15:48:58	126686283769713000	noUser	microsoft	0	1	0	0	2	0	0	negative	0	0	2	0.0044099092	0	neutral	-1	1	1	0	1	0	0	1	0
#Microsoft should follow suit with #Bing and #Windows Live http://t.co/9s0f4SNn	2011-10-19 15:48:17	126686111656448000	noUser	microsoft	0	1	0	0	1	0	0	neutral	2	0	3	0.6207810491	0	neutral	-1	0	0	0	0	0	0	0	0
How #Apple eclipsed #Microsoft http://t.co/IJ6XyDp3  #sun rise #in via @guardian	2011-10-19 15:48:08	126686075287642000	noUser	microsoft	0	1	0	0	2	0	0	negative	0	0	2	0.0044099092	0	neutral	-1	1	1	0	1	0	0	1	0
Esse prof acha que ninguÃ©m sabe mexer no #microsoft word	2011-10-19 15:47:53	126686012884787000	noUser	microsoft	1	1	0	0	2	1	-1	neutral	0	-0.1484375	0	0	0	neutral	-1	0	0	0	1	0	0	0	0
#TonyBates on #Microsoft Acquisition of #Skype via Microsoft - http://t.co/GtoJxLhH	2011-10-19 15:45:08	126685318899450000	noUser	microsoft	0	1	0	0	0	0	0	neutral	0	0	2	0.1875	0	neutral	-1	0	0	0	0	0	0	0	0
HÃ¥per #microsoft lager ny releasepartyguide for #mango. #greatsuccess	2011-10-19 15:44:39	126685198531297000	noUser	microsoft	0	1	0	0	3	0	0	positive	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
Check this video out -- Steve Ballmer: We were lucky not to buy Yahoo! ALALUYA http://t.co/V9rmRAUh #microsoft #yahoo #SteveBallmer	2011-10-19 15:44:38	126685194278289000	noUser	microsoft	3	2	1	3	1	0	0	neutral	1	-0.9398841858	3	1.1752846249	0	neutral	-1	1	0	0	0	0	0	1	0
Ballmer says you need to be a computer scientist to use Android http://t.co/TlKWhOsd #android #android #microsoft	2011-10-19 15:44:10	126685077823422000	noUser	microsoft	2	1	0	0	5	0	0	neutral	0	-0.146484375	2	0.066619873	0	neutral	-1	0	1	0	1	0	0	0	0
Geek Fact for October 19th - 1998: U.S. Department of Justice antitrust case against #Microsoft began. #geekfact	2011-10-19 15:40:27	126684141306651000	noUser	microsoft	1	1	1	2	5	0	0	neutral	1	-0.125	3	0.1093292236	1	neutral	-1	0	0	1	2	1	0	0	0
A Childâ€™s-Eye View Of #Microsoftâ€™s #Kinect For #Kids http://t.co/mnamu0xF	2011-10-19 15:39:39	126683940764402000	noUser	microsoft	1	1	0	0	0	0	0	neutral	0	-0.0625	1	0.0600585938	0	neutral	-1	0	0	0	0	0	0	0	0
A Childâ€™s-Eye View Of #Microsoftâ€™s #Kinect For #Kids http://t.co/nzhbzzW3 via @TechCrunch	2011-10-19 15:39:32	126683909722358000	noUser	microsoft	1	1	0	0	0	0	0	neutral	0	-0.0625	1	0.0600585938	0	neutral	-1	0	0	0	0	0	0	0	0
Nokia 800 aka Nokia Searay renders http://t.co/NwI63GhB #wp7 #nokia #microsoft #mango	2011-10-19 15:37:04	126683288239751000	noUser	microsoft	0	1	0	0	1	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
As mainly a #Microsoft #business user is it OK to like #IBM #ibmconnections ?	2011-10-19 15:36:49	126683225123852000	noUser	microsoft	2	2	1	2	3	0	0	neutral	1	-0.125	3	0.2387695313	0	neutral	-1	0	0	0	0	0	0	0	0
I don't understand y @Google mail can work seamlessly in all browsers in all platforms and #Microsoft Exchg sucks n says you need IE6.	2011-10-19 15:32:29	126682137972834000	noUser	microsoft	3	1	0	0	6	1	-3	negative	1	-0.2402000427	4	0.7813113558	0	negative	-2	0	1	0	0	0	0	0	0
RT @FierceWireless: #Microsoft's Ballmer promises #Nokia Windows phones next week, slams #Android.  http://t.co/OH8Btu2e #WP7 #Window...	2011-10-19 15:31:05	126681783222809000	noUser	microsoft	1	2	1	1	4	0	0	neutral	0	-0.03125	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
#Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/MdQhb6x3	2011-10-19 15:30:31	126681641388216000	noUser	microsoft	1	1	0	0	2	1	-1	negative	1	-0.1244535446	4	0.4407258034	1	neutral	-1	0	0	0	1	0	0	0	0
@nicholi57 @yuvalz @MobileBurn lets's wait and see if it interests ppl, #MeeGo does... No one likes #Microsoft, we are just forced fed WPs	2011-10-19 15:29:31	126681389570597000	noUser	microsoft	3	3	2	3	3	2	-2	negative	2	-0.3203125	3	0.1785284281	0	neutral	-1	0	1	1	0	0	0	0	0
#Microsoftâ€™s Ballmer: Android phones are boring, overcomplicated http://t.co/xyM8fxD0 via @BGR	2011-10-19 15:26:49	126680710403719000	noUser	microsoft	1	1	0	0	2	1	-3	neutral	0	-0.0625	0	0	1	neutral	-2	0	0	0	0	0	0	0	0
I'm on day 80-something of my Xbox LIVE acct being hacked. This is worse than PSN hack. Will I ever get it back? #Microsoft #Xbox #Fail	2011-10-19 15:26:30	126680630087008000	noUser	microsoft	4	1	0	0	3	3	-6	negative	3	-0.3951416016	7	0.331255496	2	negative	-3	0	0	1	0	1	0	0	0
@gsmarena_com Talk, talk, talk... release the phone already, before they are completely obsolete #Nokia #Microsoft	2011-10-19 15:24:42	126680178196877000	noUser	microsoft	5	1	0	0	2	1	-2	neutral	0	-0.2830810547	3	0.5936923027	1	positive	-1	0	0	0	0	0	0	0	0
#Microsoft's Ballmer promises #Nokia Windows phones next week, slams #Android.  http://t.co/5DOmls5e #WP7 #WindowsPhone	2011-10-19 15:24:20	126680085959942000	noUser	microsoft	1	2	1	1	3	0	0	neutral	0	-0.03125	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
Interesting read - How #Apple eclipsed #Microsoft http://t.co/hFWpbMY6 via @guardian (cc: @elcheicon)	2011-10-19 15:20:33	126679134817624000	noUser	microsoft	0	2	1	2	2	0	0	negative	1	0	2	0.3753662109	0	neutral	-1	0	0	0	0	0	0	0	0
#Microsoft is working with local Thai partner to show how to apply a location-based IT system to address flood crisis (Bangkok Post)	2011-10-19 15:20:13	126679050742800000	noUser	microsoft	5	1	0	0	5	1	-3	neutral	0	-0.2492675781	4	0.2343816757	1	neutral	-1	0	0	1	2	0	0	0	0
&quot;Metro (design language)&quot; http://t.co/r7RdW1PH Microsoft took inspiration from King County Metro! #microsoft #metro #windows8 #bus	2011-10-19 15:19:46	126678934237626000	noUser	microsoft	1	3	1	2	2	0	0	neutral	1	-0.001953125	3	0.0590209961	0	neutral	-1	1	1	0	1	0	0	0	0
Microsoft's Ballmer Trashes Android, Touts Skype http://t.co/VkFnwmTJ #microsoft #skype #android	2011-10-19 15:18:56	126678725491294000	noUser	microsoft	0	1	0	0	2	1	-2	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
RT @gkumaran: #EMC White paper on Automated Perf Optimization for #Microsoft Applications with EMC #VMAX, FAST VP and #HyperV #SCVMM http://t.co/kAHnFla7	2011-10-19 15:18:48	126678690334638000	noUser	microsoft	1	1	0	0	3	0	0	neutral	1	-1.316666603088379E-4	2	0.0312957764	0	neutral	-1	1	1	0	1	0	0	0	0
The NEW #Microsoft Action Pack gives @MSPartners access to software, development tools, training and market visibility!	2011-10-19 15:18:46	126678683393081000	noUser	microsoft	2	2	0	0	4	0	0	neutral	0	-0.001663208	3	0.5758056641	0	neutral	-1	0	0	0	0	0	0	0	0
RT @PacktEnterprise: Book Published! #Microsoft #SharePoint 2010 Power User Cookbook: http://t.co/A8ZqMpYP @spmentor http://t.co/v0mO0VkQ	2011-10-19 15:18:31	126678622449832000	noUser	microsoft	0	2	0	0	3	0	0	neutral	0	0	2	0.0310058594	0	neutral	-1	0	0	0	0	0	0	0	0
&quot;Metro (design language)&quot; http://t.co/VEeJkSCV Apparently, #Microsoft took inspiration from King County #Metro. #windows8	2011-10-19 15:18:00	126678492464153000	noUser	microsoft	0	3	1	2	2	0	0	neutral	1	0	4	0.4965209961	0	neutral	-1	1	1	0	1	0	0	0	0
VIDEO: #Microsoft CEO Steve Ballmer talks at #Web2.0Summit about #Yahoo, Bing, and more.  http://t.co/YEAXVP1V	2011-10-19 15:17:51	126678454639927000	noUser	microsoft	1	1	0	0	5	0	0	neutral	0	-0.3125	1	0.001953125	0	neutral	-1	0	0	0	0	0	0	0	0
Hey parents! Did you know about the free tools from #Microsoft that help keep your kids safe online? Live Family Safety http://t.co/muuWbGPn	2011-10-19 15:16:00	126677986522055000	noUser	microsoft	2	2	4	5	2	0	0	positive	4	-0.1701049805	6	0.2879314423	0	neutral	-1	1	0	0	1	0	0	0	0
Microsoft's Steve Ballmer attacks Android phones http://t.co/bkgep6zm #Android #Microsoft #SteveBallmer #Google	2011-10-19 15:15:42	126677913058820000	noUser	microsoft	1	1	0	0	2	1	-1	neutral	0	-0.0625	0	0	0	neutral	-3	0	0	0	0	0	0	0	0
Blessing in disguise. Ballmer feels lucky #Microsoft didn't buy #Yahoo in 2008 http://t.co/2Acd5GOz #business	2011-10-19 15:14:57	126677721647555000	noUser	microsoft	2	2	2	6	2	1	-1	neutral	2	-0.34375	4	1.265625	0	neutral	-1	2	1	0	1	0	0	1	0
Are you an digital expert? Or an online amateur? - http://t.co/oizGNXGT #Microsoft	2011-10-19 15:13:41	126677403480232000	noUser	microsoft	3	1	0	0	3	0	0	neutral	1	-0.53125	2	0.21875	0	neutral	-1	0	0	0	1	0	0	0	0
Dell: .NET Developer - C# / ASP .NET ( #Nashua , NH) http://t.co/5J1qMDRN #delljobs #Microsoft #Jobs #Job	2011-10-19 15:12:16	126677050265305000	noUser	microsoft	1	1	0	0	7	0	0	neutral	0	-0.0068626404	0	0	0	neutral	-1	0	0	1	0	0	0	0	0
So let me get this straight, #microsoft makes windows phone, microsoft owns skype but there's no #skype app for windows phone.	2011-10-19 15:12:12	126677032837972000	noUser	microsoft	4	1	1	1	6	1	-1	negative	1	-0.46875	2	0.1382769355	0	negative	-1	0	0	0	0	0	0	0	0
A Web service developed by #Microsoft Research lets people curate their own personal history | http://t.co/TYAdzHQx	2011-10-19 15:09:55	126676455936623000	noUser	microsoft	3	1	0	0	5	0	0	neutral	0	-0.375	3	0.376953125	0	neutral	-1	0	0	0	1	0	0	0	0
@Cyruss1989 @wpcentral I think they're referring to the obvious  partnership between #Microsoft and #Nokia aka #Bing and #Navteq.	2011-10-19 15:09:18	126676302873899000	noUser	microsoft	1	1	0	0	2	0	0	neutral	0	-0.03125	2	0.5074462891	0	neutral	-1	0	0	0	2	0	0	0	0
#Ballmer: We're Lucky #Microsoft Didn't Buy #Yahoo: http://t.co/oHbevXdP | #CEO #John #Steve #Web #acquisition #comment #conference	2011-10-19 15:05:03	126675231896117000	noUser	microsoft	2	2	1	3	3	0	0	neutral	1	-0.3203125	4	1.302734375	0	neutral	-1	1	0	0	0	0	0	1	1
#microsoft update is so slow  :(( http://t.co/37IGhGic	2011-10-19 15:04:18	126675041353077000	noUser	microsoft	1	1	0	0	2	0	0	negative	0	-0.0671386719	0	0	1	neutral	-1	0	0	0	0	0	0	0	0
&quot;You don't have to be a computer scientist to use a Windows Phone,&quot; said #Microsoft 's #SteveBallmer, &quot;but you do to use an Android phone.&quot;	2011-10-19 15:03:55	126674948671545000	noUser	microsoft	6	1	0	0	5	0	0	neutral	0	-0.6243848801	3	0.1331176758	0	neutral	-1	0	1	0	1	0	0	0	0
RT @Startpack_en: Guys from #Microsoft tell #Startpack developers about how to integrates with #SystemCenter via web services. http://t.co/yziwv1wd	2011-10-19 15:03:49	126674919969923000	noUser	microsoft	0	1	0	0	1	0	0	neutral	0	0	3	0.3154296875	0	neutral	-1	0	0	0	0	0	0	0	0
â€œ@sinanaral: Check out the new #Microsoft #faculty fellows here: http://t.co/2oeNsVG8 poised to change the world!â€ Go @jure !	2011-10-19 15:03:33	126674853230150000	noUser	microsoft	2	2	0	0	1	1	-2	positive	1	-0.0038490295	6	0.3110314001	0	neutral	-1	0	0	1	1	0	0	0	0
RT @IanCarnevale: #Microsoft shows 'touch screen' for any surface http://t.co/E84GN9Vq via @cnet	2011-10-19 15:01:59	126674460131607000	noUser	microsoft	0	1	0	0	1	0	0	neutral	0	0	2	0.248046875	0	neutral	-1	0	0	0	0	0	0	0	0
Guys from #Microsoft tell #Startpack developers about how to integrates with #SystemCenter via web services. http://t.co/yziwv1wd	2011-10-19 14:59:58	126673949907108000	noUser	microsoft	0	1	0	0	1	0	0	neutral	0	0	3	0.3154296875	0	neutral	-1	0	0	0	0	0	0	0	0
#Microsoft quarterly earnings out tomorrow, here's what to expect: http://t.co/YpTCBeON	2011-10-19 14:59:11	126673753680773000	noUser	microsoft	2	1	0	0	3	0	0	neutral	0	-0.0336341858	1	0.0078125	0	neutral	-1	0	2	0	1	0	0	1	0
#Windows8 #Microsoft please implement a UAC prompt when a non elevated process drops on elevated process instead of failing silently.	2011-10-19 14:57:38	126673364231270000	noUser	microsoft	7	2	1	1	2	1	-2	neutral	4	-0.8764648438	5	0.44140625	1	neutral	-2	0	1	1	0	1	1	0	0
#Microsoft #Cloud Microsoft launches Virtual Academy in Kenya: Microsoft East and Southern Africa launched ... http://t.co/GllUQiTJ #TCN	2011-10-19 14:55:23	126672797731791000	noUser	microsoft	1	1	1	1	6	0	0	neutral	0	-0.0582275391	1	0.125	1	neutral	-1	0	0	0	0	0	0	0	0
Fuck #microsoft i love them to death but that red ring and no free xboxlive is killing me. #Sony all day :-\\	2011-10-19 14:54:48	126672651459633000	noUser	microsoft	4	3	2	4	3	4	-10	negative	2	-0.21875	6	0.8618235588	1	negative	-3	1	1	2	0	2	2	1	1
#MICROSOFT MULTIMEDIA STRAVINSKY : THE RITE OF SPRING (CD-ROM) [VERSION 1.0] Review: MICROSOFT MULTIMEDIA STRAVI... http://t.co/iX4FEcM2	2011-10-19 14:52:00	126671949320557000	noUser	microsoft	0	1	0	0	7	0	0	neutral	0	0	2	0.0645141602	0	neutral	-1	0	0	0	0	0	0	0	0
#Microsoft Service Pack installer want's my notebook to be plugged in. Why? Plugged it in to start installation and plugged it out. Worked.	2011-10-19 14:51:44	126671882211693000	noUser	microsoft	5	1	1	1	7	0	0	neutral	1	-0.4413607121	4	0.1876220703	0	neutral	-1	0	1	0	0	0	0	0	0
Fixing a pc that thinks it is 1601. I thought #Microsoft had the Y1.6K issue fixed already. #Techsupport	2011-10-19 14:51:38	126671856404144000	noUser	microsoft	5	1	0	0	2	0	0	negative	0	-0.53125	2	0.1250305176	0	neutral	-1	0	1	0	1	0	0	0	0
I need the setup file only of #Microsoft #Office 2010 Professional Plus, I have the whole data, not the setup.exe - If you can help, plz do	2011-10-19 14:50:52	126671664011420000	noUser	microsoft	9	1	1	2	5	0	0	neutral	1	-1.0738210678	2	0.6728515625	0	negative	-1	0	0	0	1	0	0	0	0
RT @TheStreet: Ballmer: #Microsoft Beating #Google in the Cloud - http://t.co/rfiaNud0 via @gigaom	2011-10-19 14:48:15	126671006302618000	noUser	microsoft	3	1	0	0	1	1	-1	neutral	0	-0.1832275391	0	0	1	neutral	-1	0	0	1	0	1	1	0	0
Maybe #apple could use some of it's billions to do some good in the world?...oh wait, that's what #microsoft does.	2011-10-19 14:44:23	126670032951443000	noUser	microsoft	2	1	1	3	4	0	0	positive	1	-0.2655906677	4	1.1029989142	0	positive	-1	1	2	0	1	0	0	1	0
Listening to this, how much do #Microsoft miss Bill Gates? http://t.co/H4OuzdOk He is a genius, as was Jobs. Bill saw it, but Steve made it.	2011-10-19 14:43:45	126669870090830000	noUser	microsoft	4	2	0	0	9	1	-2	neutral	1	-0.3046531677	3	0.7734375	1	neutral	-2	0	0	0	0	0	0	0	0
#Microsoft @ ISB... watching the new windows 8 in action...pretty impressive! Finally a contender to mac os.. Interesting battle in store	2011-10-19 14:42:53	126669652469350000	noUser	microsoft	3	3	2	5	9	2	-2	positive	2	-0.1953125	3	0.7008056641	1	positive	-1	1	2	0	1	0	1	1	1
White Paper: EMC Automated Performance Optimization for #Microsoft Applications http://t.co/aIK3EjWT #EMC #powerlink credential needed	2011-10-19 14:42:05	126669451369263000	noUser	microsoft	1	1	0	0	3	0	0	neutral	1	-1.316666603088379E-4	3	0.296875	0	neutral	-1	1	1	0	2	0	0	0	0
Ballmer: #Microsoft Beating #Google in the Cloud - http://t.co/rfiaNud0 via @gigaom	2011-10-19 14:40:05	126668947503325000	noUser	microsoft	3	1	0	0	1	1	-1	neutral	0	-0.1832275391	0	0	1	neutral	-1	0	0	1	0	1	1	0	0
High Tech Director of Business Development *selling consulting services* #Oracle #Microsoft #SAP #SanFrancisco #jobs http://t.co/OWf25yJB	2011-10-19 14:39:21	126668764199666000	noUser	microsoft	0	1	0	0	5	0	0	neutral	0	0	4	0.2677602768	1	neutral	-1	0	1	0	2	1	0	0	0
#Microsoft tries to combine the #Xbox #WindowsPhone and #PC and all of them will share the same neat looking interface. http://t.co/J332zfpO	2011-10-19 14:38:25	126668529046008000	noUser	microsoft	2	1	1	1	3	0	0	positive	2	-0.01953125	4	0.8203125	0	neutral	-1	1	1	0	1	0	0	0	0
http://t.co/PUJYV9c0 With friends like #Billgates and #steveballmet at #microsoft, who needs enemies ;-)	2011-10-19 14:36:51	126668133405696000	noUser	microsoft	0	2	1	2	2	1	-2	negative	2	0	2	0.4301757813	1	neutral	-2	0	0	0	0	0	0	0	0
What the world needs is an &quot;IT/Programmers&quot; channel/web feed 24 hours a day - tune in to watch people coding/discussing IT #Microsoft	2011-10-19 14:36:47	126668119354782000	noUser	microsoft	4	1	0	0	4	0	0	neutral	0	-0.4389648438	5	0.9060058594	0	neutral	-1	0	1	1	0	0	0	0	0
#Microsoft HOY Whatâ€™s Next Stream: Windows PC http://t.co/2MQ0I0Cm âž¨ @MicrosoftLatam	2011-10-19 14:35:35	126667815116751000	noUser	microsoft	2	1	0	0	3	0	0	neutral	0	-0.09765625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
MindTree Introduces 'mPromo' Trade Promotion Solution on #Microsoft #Azure for the Consumer Packaged Goods industry. http://t.co/H1A3V7zv	2011-10-19 14:33:26	126667274080895000	noUser	microsoft	0	1	1	1	4	0	0	neutral	0	0	4	0.0703735352	0	neutral	-1	0	0	0	1	0	0	0	0
#Microsoft 's latest offering leaves me praying for the Blue Screen of Death. http://t.co/gTqdvfxo #advertising #OhNoNotAgain	2011-10-19 14:31:25	126666768541422000	noUser	microsoft	2	1	1	1	2	1	-2	negative	0	-0.0027961731	3	0.259765625	1	negative	-1	0	1	1	1	2	1	1	1
@markcullum1 - Because it's #microsoft.....	2011-10-19 14:31:04	126666679785767000	noUser	microsoft	0	1	0	0	1	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
#Microsoft's First Global Multi-Product Holiday Campaign  http://t.co/6nUFdiBN	2011-10-19 14:30:03	126666425715798000	noUser	microsoft	1	1	0	0	1	0	0	neutral	0	-0.125	2	0.0669136047	0	neutral	-1	1	1	0	0	0	0	0	0
I did the best of everyone who failed - Bill Gate #Microsoft	2011-10-19 14:28:48	126666110237032000	noUser	microsoft	1	2	1	3	3	1	-2	negative	1	-0.03125	1	0.13671875	0	neutral	-2	0	0	0	1	0	0	0	0
Take time to sign this and also please pass it on. Thank You : http://t.co/euW1RSnb R.I.P Jeremey Latiola. #steve jobs #microsoft	2011-10-19 14:28:10	126665951172243000	noUser	microsoft	1	2	2	3	3	0	0	neutral	2	-0.046875	6	0.3385021335	0	neutral	-1	0	1	0	0	0	0	0	0
First time a technology company is in the running for marketer of the year. Vote David: http://t.co/xT2SWSxg #Microsoft @getitdone	2011-10-19 14:26:42	126665581519835000	noUser	microsoft	1	1	0	0	6	0	0	neutral	0	-0.0625	4	0.1360054016	0	positive	-1	1	2	0	1	1	1	1	0
Check out the new #Microsoft #faculty fellows here: http://t.co/GCicPEX4 poised to change the world!	2011-10-19 14:24:45	126665091381854000	noUser	microsoft	2	2	0	0	1	1	-2	positive	1	-0.0038490295	5	0.3102989205	0	neutral	-1	0	0	1	1	0	0	0	0
RT @KnowYourMobile Steve Ballmer says new Windows Phones will launch at Nokia World event | http://t.co/uQghSamj #WP7 #microsoft	2011-10-19 14:23:02	126664658651333000	noUser	microsoft	1	1	0	0	4	0	0	neutral	1	-0.0014648438	2	0.0797119141	0	positive	-1	0	1	0	0	0	0	0	0
Dear #Microsoft - seize the moment - focus on developing Windows7 phones for enterprise solutions. Succeed where #RIM is failing.	2011-10-19 14:22:30	126664524156764000	noUser	microsoft	2	3	2	3	2	1	-2	neutral	2	-0.3134765625	6	0.6116333008	1	neutral	-2	1	2	2	1	1	1	1	0
#Infosys kicks off its #cloud drive with #Microsoft partnership	2011-10-19 14:22:03	126664410029765000	noUser	microsoft	2	1	0	0	1	0	0	neutral	1	-0.4122314453	1	2.442001714371145E-4	1	neutral	-1	0	0	0	1	0	0	0	0
#Microsoft CEO Steve Ballmer on Not Buying Yahoo: â€œSometimes, Youâ€™re Luckyâ€ Â» http://t.co/pxHqdSav	2011-10-19 14:22:02	126664404891746000	noUser	microsoft	2	1	0	0	2	0	0	neutral	0	-0.9375	1	0.03125	0	neutral	-1	0	0	0	0	0	0	0	0
RT @MobileTechWorld: Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/O3hYxBxh #wp7 #xbox #microsoft	2011-10-19 14:19:25	126663746767700000	noUser	microsoft	3	1	0	0	2	0	0	neutral	1	-0.1617126465	1	0.0325226784	1	neutral	-1	0	0	0	0	0	0	0	0
I became a #Citizenship #Member at @Microsoft ...Thanks #GOD :) #MSPEgypt #Microsoft	2011-10-19 14:19:18	126663720075141000	noUser	microsoft	2	2	2	3	4	0	0	positive	0	-0.09375	1	0.0625	0	positive	-1	1	1	1	1	0	0	0	0
#Google ##Mobile Boss Andy Rubin on #Apple, #Microsoft and #Tablets http://t.co/rSnSG5nt #techgadgets #android	2011-10-19 14:16:04	126662905084129000	noUser	microsoft	2	1	0	0	2	0	0	neutral	0	-0.111328125	2	0.0361328125	0	neutral	-1	0	1	0	0	0	0	0	0
Which planet is he living on? #Microsoft #CEO #Fail #palmface http://t.co/3zcq60SF	2011-10-19 14:14:52	126662601139696000	noUser	microsoft	1	1	0	0	3	1	-2	negative	0	-0.3321533203	2	0.0380859375	1	neutral	-2	0	0	0	0	0	0	0	0
You are welcome to join our LIVE free webinar right now. It's about #Citrix monitoring through #Microsoft #SCOM: http://t.co/Sr7pIP9B	2011-10-19 14:12:21	126661971566264000	noUser	microsoft	2	2	3	4	4	0	0	neutral	4	-0.025687512	5	0.1191692352	0	neutral	-1	0	0	0	0	0	0	0	0
#Occupy #Microsoft nyc! windows phone camp	2011-10-19 14:07:19	126660704496402000	noUser	microsoft	1	2	0	0	1	0	0	neutral	0	-0.15625	2	0.2196044922	0	neutral	-1	0	0	0	0	0	0	0	0
RT @mashable: #Microsoft CEO Steve Ballmer on Not Buying #Yahoo: &quot;Sometimes, You're Lucky&quot; - http://t.co/afWazWOy	2011-10-19 14:03:16	126659682076082000	noUser	microsoft	2	2	0	0	2	0	0	neutral	0	-0.9375	1	0.03125	0	neutral	-1	0	0	0	0	0	0	0	0
RT @TechEd_NA: Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev #wp7 #msteched	2011-10-19 14:02:51	126659577033929000	noUser	microsoft	2	1	1	1	4	0	0	neutral	2	-0.1875	5	0.1412172318	0	neutral	-1	0	0	0	0	0	0	0	0
Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev #wp7 #msteched	2011-10-19 14:02:24	126659465985536000	noUser	microsoft	2	1	1	1	4	0	0	neutral	2	-0.1875	5	0.1412172318	0	neutral	-1	0	0	0	0	0	0	0	0
Microsoft's Kinect brings 'playful learning' to the Xbox 360 http://t.co/AoOj8CaI #microsoft #kinect #xbox #socialmedia	2011-10-19 14:01:36	126659266315698000	noUser	microsoft	0	2	0	0	0	0	0	neutral	1	0	1	0.1875	0	neutral	-1	0	0	0	0	0	0	0	0
Blog Post: Cool Tool : Microsoft Mouse Without Borders. http://t.co/uM860jFh #Tools #Utilities #microsoft	2011-10-19 14:01:03	126659125751972000	noUser	microsoft	3	2	1	1	1	0	0	positive	0	-0.0792236328	1	0.0234375	0	neutral	-1	0	0	0	0	0	0	0	0
Forget Siri, there is still no beating speech commands on @windowsphone: http://t.co/19GAjSGi #wp7 #mango #tellme #microsoft #siri	2011-10-19 14:00:24	126658961263952000	noUser	microsoft	5	1	0	0	2	3	-3	positive	0	-0.3394145966	1	0.03125	1	negative	-1	0	0	1	0	1	1	0	0
#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT #enterprise	2011-10-19 14:00:18	126658937155109000	noUser	microsoft	0	2	0	0	1	0	0	positive	0	0	5	0.6606445313	0	neutral	-1	0	0	0	0	0	0	0	0
Skype and Microsoft Team Up - A match made in heaven? - http://t.co/lsFTp8RL #microsoft #skype # videoconferencing #socialmedia	2011-10-19 14:00:02	126658871363240000	noUser	microsoft	1	2	1	2	3	0	0	neutral	1	-0.0625	3	0.3820209503	0	neutral	-1	0	0	0	1	0	0	0	0
@RAD_Software Yes good points about #ERP but unfair assessment in saying &quot;#SAGE, #SAP and #Microsoft Dynamics, are not delivering&quot;	2011-10-19 13:58:41	126658528965440000	noUser	microsoft	1	2	2	4	7	1	-2	positive	2	-0.625	4	0.9993917365	2	neutral	-1	1	1	0	2	2	1	2	1
#itasum11 - Gadgeteer http://t.co/ecWX3Ajl - The New Way to make inspire and stimulate learning #edugeek #kinext #microsoft	2011-10-19 13:57:01	126658110084489000	noUser	microsoft	1	3	2	3	1	0	0	neutral	3	-0.1484375	5	0.5689697564	0	positive	-1	1	1	0	1	0	0	0	0
