content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg	emo_joy	emo_anticipation	emo_fear	emo_trust	emo_sadness	emo_anger	emo_surprise	emo_disgust	sentiStrength_neu
"Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune"""	Sun Jun 07 03:29:15 UTC 2009	566	adamgilmer	warren buffet	4	1	2	2	6	0	0	positive	1	-1.0625	8	0.3008053973	0	neutral	-1	1	2	0	2	0	1	1	0	neutral
"According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*"""	Sun Jun 07 17:42:47 UTC 2009	567	PatfaceCatface	notre dame school	2	2	1	2	6	0	0	positive	2	-0.1869535446	8	0.7643699646	0	neutral	-1	2	1	1	3	1	2	1	1	positive
"All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA"""	Sun Jun 07 17:42:56 UTC 2009	568	MY_NBA_PLAYOFFS	notre dame school	2	2	1	2	3	0	0	neutral	4	-2.47955322265625E-4	7	0.6747430562	0	neutral	-1	1	2	0	3	0	1	0	1	positive
"@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2"""	Sun Jun 07 21:38:16 UTC 2009	569	rachaelbender	kindle2	2	4	2	5	3	0	0	positive	3	-0.0319824219	6	0.5447998047	0	positive	-1	0	0	0	1	0	0	0	0	positive
"RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: http://short.to/87ub The Top Electronic Book Reader Period, free 2 day ship ..."""	Sun Jun 07 21:38:42 UTC 2009	570	aqrinc	kindle2	1	3	2	3	7	0	0	neutral	2	-3.814697265625E-6	7	0.3742785463	0	neutral	-1	0	2	0	1	0	0	0	0	positive
"Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear."""	Sun Jun 07 21:47:01 UTC 2009	571	davepurcell	time warner	6	2	1	2	7	1	-3	negative	2	-1.625	5	0.686035214	1	negative	-4	0	2	1	0	1	1	0	1	negative
"Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!"""	Sun Jun 07 21:47:20 UTC 2009	572	MarleyLuv26	time warner	3	2	0	0	6	1	-4	negative	0	-0.78515625	2	0.0256347656	1	negative	-4	0	1	0	0	0	0	2	0	negative
"@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :)"""	Sun Jun 07 21:47:33 UTC 2009	573	acomicbookgirl	time warner	0	2	1	3	5	0	0	negative	1	0	4	0.9631347656	0	neutral	-1	0	1	0	0	0	0	0	0	positive
"OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml."""	Sun Jun 07 21:47:42 UTC 2009	574	MichelleEReagan	time warner	3	2	0	0	7	0	0	negative	0	-0.16015625	3	0.1379394531	0	negative	-1	0	2	0	0	0	0	0	0	positive
"wth..i have never seen a line this loooong at time warner before, ugh."""	Sun Jun 07 21:47:50 UTC 2009	575	jpaje11	time warner	3	2	0	0	3	0	0	negative	0	-0.5619535446	2	0.0061035193	1	neutral	-3	0	1	0	0	0	0	0	0	negative
"Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon"""	Sun Jun 07 21:47:56 UTC 2009	576	JessSlevin	time warner	2	3	1	1	6	0	0	negative	1	-0.15625	5	0.6009521484	2	neutral	-2	1	3	0	1	0	0	0	0	positive
"Man accosts Roger Federer during French Open http://ff.im/3HCPT"""	Mon Jun 08 00:01:29 UTC 2009	577	jworthington	federer	1	1	0	0	1	0	0	neutral	1	-1.086701377062127E-5	1	9.765625E-4	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Naive Bayes using EM for Text Classification. Really Frustrating..."""	Mon Jun 08 01:58:49 UTC 2009	578	R0B3rt2	"naive bayes"""""	0	1	0	0	5	2	-4	negative	0	0	3	0.734375	2	neutral	-4	0	0	0	0	0	0	0	0	negative
"We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there."""	Mon Jun 08 06:28:01 UTC 2009	585	TammyT	stanford	2	1	1	1	8	0	0	positive	3	-0.3139648438	8	1.2246094887	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
"Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme"""	Mon Jun 08 06:28:05 UTC 2009	586	elliottng	stanford	3	1	0	0	3	1	-2	neutral	1	-0.1581878662	4	0.46875	1	neutral	-1	0	2	1	1	1	1	1	1	neutral
"I'm going to bed. It was a successful weekend. Stanford, here I come."""	Mon Jun 08 06:28:23 UTC 2009	587	Shibuki_kun	stanford	4	3	1	3	4	0	0	neutral	1	-0.3125	3	0.6255559921	0	positive	-1	1	1	0	1	0	0	0	0	positive
"@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags"""	Mon Jun 08 06:55:01 UTC 2009	588	painhatelove	car warranty call	6	1	0	0	3	0	0	negative	0	-0.9571518926	3	0.439453125	0	neutral	-3	0	1	0	2	0	0	0	0	negative
"Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys."""	Mon Jun 08 06:55:36 UTC 2009	589	russdavisdotcom	car warranty call	2	1	1	1	7	1	-1	negative	1	-0.2499146489	3	0.2352294922	1	neutral	-1	0	0	0	2	0	0	0	0	neutral
"#at&amp;t is complete fail."""	Mon Jun 08 19:59:16 UTC 2009	594	jamesmakeseyes	at&t	1	1	0	0	0	1	-2	negative	0	-0.3321533203	1	0.1799316406	1	neutral	-3	0	0	0	0	0	0	0	0	negative
"@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU"""	Mon Jun 08 19:59:23 UTC 2009	595	mikeyil	at&t	1	2	0	0	2	0	0	negative	0	-0.1249656677	2	0.016673662	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal"""	Mon Jun 08 19:59:26 UTC 2009	596	nakiasmile	at&t	4	1	1	1	1	1	-3	negative	1	-0.5014648438	3	0.41015625	0	neutral	-2	0	0	0	0	0	0	0	0	negative
"I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.)"""	Mon Jun 08 20:00:52 UTC 2009	597	wiiskey	at&t	5	1	0	0	4	1	-1	negative	1	-0.1119726954	4	0.2660517983	1	neutral	-1	1	1	0	1	0	1	1	0	neutral
"pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299"""	Mon Jun 08 20:01:11 UTC 2009	598	brkd	at&t	6	1	0	0	3	2	-5	negative	1	-1.3125	4	0.4161376953	0	negative	-3	1	2	0	1	0	0	0	0	negative
"Safari 4 is fast :) Even on my shitty AT&amp;T tethering."""	Mon Jun 08 20:02:01 UTC 2009	599	jesusmbaez	at&t	1	1	0	0	2	1	-3	negative	1	-0.75	3	0.0419006348	0	neutral	-2	0	0	0	0	0	0	0	0	negative
"@ims What is AT&amp;T fucking up?"""	Mon Jun 08 20:06:29 UTC 2009	600	ClaystationX	at&t	0	1	0	0	0	1	-4	negative	0	0	2	0.0849609375	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"@springsingfiend @dvyers @sethdaggett @jlshack AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!!"""	Mon Jun 08 20:06:57 UTC 2009	601	matthewphewes	at&t	2	2	1	1	2	3	-8	negative	0	-0.4884033203	2	0.2320556641	1	negative	-3	0	0	0	1	0	0	0	1	negative
"@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T."""	Mon Jun 08 20:08:26 UTC 2009	602	chelseabot	at&t	3	2	1	3	1	1	-4	negative	1	-0.4468364716	1	0.1015625	1	positive	-1	1	1	0	0	0	1	0	1	positive
"Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc"""	Mon Jun 08 20:46:01 UTC 2009	603	girgely	wave sandbox	1	1	0	0	2	0	0	neutral	0	-0.0625	3	0.1261444092	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
"Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8"""	Tue Jun 09 01:02:11 UTC 2009	613	StrategisAdv	bing	5	1	0	0	0	1	-2	negative	0	-1.177870281	0	0	2	neutral	-1	0	0	1	0	1	1	0	1	neutral
"@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye"""	Tue Jun 09 03:58:40 UTC 2009	614	fabulousaura	summize	2	2	2	3	6	1	-4	negative	1	-0.0417461395	3	0.0977908373	0	neutral	-3	1	1	0	1	0	0	0	0	negative
"@mattcutts have google profiles stopped showing up in searches? cant see them anymore"""	Wed Jun 10 05:24:16 UTC 2009	626	drylight	google	3	1	0	0	4	1	-1	neutral	0	-0.1947660446	2	0.0552374125	0	negative	-1	0	0	0	0	0	0	0	0	neutral
"@ArunBasilLal I love Google Translator too ! :D Good day mate !"""	Wed Jun 10 05:24:26 UTC 2009	627	ManiKarthik	google	5	3	2	6	1	0	0	positive	2	-0.2191162109	3	1.1241475958	1	positive	-1	2	1	0	2	0	0	1	0	positive
"reading on my new Kindle2!"""	Mon May 11 03:17:54 UTC 2009	1002	jhall515	kindle2	0	2	0	0	0	0	0	positive	0	0	3	0.1226806641	0	positive	-1	0	0	0	0	0	0	0	0	positive
"My Kindle2 came and I LOVE it! :)"""	Mon May 11 03:18:59 UTC 2009	1003	HappyWino	kindle2	1	3	1	3	1	0	0	positive	1	-0.03125	1	0.3522949219	0	positive	-1	1	0	0	0	0	0	0	0	positive
"LOVING my new Kindle2.  Named her Kendra in case u were wondering. The """"cookbook"""" is THE tool cuz it tells u all the tricks!  Best gift EVR!"""	Mon May 11 03:21:50 UTC 2009	1004	Teaguem2005	kindle2	2	4	3	7	5	0	0	positive	1	-0.087890625	6	1.8374786377	0	positive	-3	2	1	1	1	1	0	1	0	positive
"The real AIG scandal / http://bit.ly/b82Px"""	Mon May 11 03:22:24 UTC 2009	1005	dailysourcedev	aig	0	1	0	0	1	1	-3	negative	1	0	1	0.0045166016	1	neutral	-1	0	0	1	1	0	0	0	0	neutral
"Any twitter to aprs apps yet?"""	Mon May 11 03:27:20 UTC 2009	1006	gandhirama	twitter	1	1	0	0	2	0	0	neutral	0	-0.25	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"45 Pros You Should Be Following on Twitter - http://is.gd/sMbZ"""	Mon May 11 03:27:58 UTC 2009	1007	delpop	twitter	0	1	0	0	2	0	0	neutral	0	0	3	0.0469970703	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes."""	Mon May 11 03:29:01 UTC 2009	1008	lingbellbell	obama	4	3	3	9	2	0	0	positive	2	-0.2933998108	5	1.2703794864	0	positive	-1	1	1	0	1	0	0	1	0	positive
"' Barack Obama shows his funny side """" &gt;&gt; http://tr.im/l0gY !! Great speech.."""	Mon May 11 03:29:38 UTC 2009	1009	motsandco	obama	3	3	2	7	0	0	0	positive	2	-0.2286376953	1	0.06640625	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"I like this guy : ' Barack Obama shows his funny side """" &gt;&gt; http://tr.im/l0gY !!"""	Mon May 11 03:29:41 UTC 2009	1010	mickou	obama	3	2	2	6	1	0	0	positive	2	-0.2344970703	1	0.1801757813	0	positive	-1	0	0	0	0	0	0	0	0	positive
"Obama's speech was pretty awesome last night! http://bit.ly/IMXUM"""	Mon May 11 03:32:35 UTC 2009	1011	meggentile	obama	3	4	2	5	0	0	0	positive	2	-0.1220703125	2	0.7519212961	0	positive	-1	1	1	0	1	0	0	0	0	positive
"Reading  """"Bill Clinton Fail - Obama Win?"""" http://tinyurl.com/pcyxj7"""	Mon May 11 03:33:05 UTC 2009	1012	failness	obama	1	1	1	4	2	1	-2	positive	0	-0.3321533203	2	0.15234375	1	neutral	-2	0	0	0	0	0	0	0	0	negative
"Obama More Popular Than U.S. Among Arabs: Survey: President Barack Obama's popularity in leading Arab countries .. http://tinyurl.com/prlvqu"""	Mon May 11 03:33:43 UTC 2009	1013	kledy	obama	0	3	1	3	5	0	0	positive	3	0	4	0.8125	0	neutral	-1	0	0	0	2	0	0	0	0	positive
"Obama's got JOKES!! haha just got to watch a bit of his after dinner speech from last night... i'm in love with mr. president ;)"""	Mon May 11 03:34:04 UTC 2009	1014	LaurelEdelstein	obama	5	3	3	8	5	0	0	positive	2	-0.1572265625	4	0.8149095774	0	positive	-1	1	1	1	1	0	0	0	0	positive
"LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750"""	Mon May 11 05:19:58 UTC 2009	1015	chelseabigass	lebron	5	1	0	0	5	1	-2	negative	0	-0.5703125	6	0.3448486328	0	negative	-1	0	0	1	0	1	0	1	0	neutral
"is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals"""	Mon May 11 05:20:22 UTC 2009	1016	Smitty478	lebron	1	2	1	3	7	0	0	positive	1	-0.1244535446	2	0.26171875	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"@khalid0456 No, Lebron is the best"""	Mon May 11 05:20:41 UTC 2009	1017	PurpleGorillaZz	lebron	1	2	1	3	0	1	-1	positive	1	-0.1484375	1	0.13671875	0	positive	-1	0	0	0	0	0	0	0	0	positive
"@the_real_usher LeBron is cool.  I like his personality...he has good character."""	Mon May 11 05:20:48 UTC 2009	1018	MsStacha	lebron	2	2	3	6	0	0	0	positive	2	-0.0457763672	3	1.1104757208	0	positive	-1	1	1	0	1	0	0	1	0	positive
"Watching Lebron highlights. Damn that niggas good"""	Mon May 11 05:21:25 UTC 2009	1019	undefeated310	lebron	1	2	1	3	1	2	-9	positive	1	-0.25	1	0.7083761115	1	neutral	-1	1	1	0	1	0	1	1	1	positive
"@Lou911 Lebron is MURDERING shit."""	Mon May 11 05:21:57 UTC 2009	1020	BI_POLAROID	lebron	1	1	0	0	0	2	-7	positive	0	-0.1669921875	0	0	0	neutral	-4	0	0	0	0	0	1	0	1	negative
"@uscsports21 LeBron is a monsta and he is only 24. SMH The world ain't ready."""	Mon May 11 05:22:06 UTC 2009	1021	IAmNoeAngel	lebron	3	1	0	0	4	0	0	positive	1	-0.0717773438	0	0	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
"@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players."""	Mon May 11 05:22:26 UTC 2009	1022	ksmedia	lebron	0	2	3	8	10	0	0	positive	3	0	5	1.142580213	0	positive	-1	1	1	0	1	0	0	1	0	positive
"KOBE IS GOOD BT LEBRON HAS MY VOTE"""	Mon May 11 05:22:40 UTC 2009	1023	PrEttIBoIGaRy	lebron	0	2	1	3	1	0	0	positive	1	0	2	0.7711202521	0	positive	-1	2	2	0	2	1	1	2	0	positive
"Kobe is the best in the world not lebron ."""	Mon May 11 05:22:51 UTC 2009	1024	kellan38	lebron	2	2	1	3	2	0	0	negative	1	-0.6264648438	1	0.13671875	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"@asherroth World Cup 2010 Access?? Damn, that's a good look!"""	Mon May 11 05:52:44 UTC 2009	1025	jsincere150	world cup	3	2	1	3	1	1	-4	positive	1	-0.3139648438	3	0.8055135626	1	neutral	-1	1	1	0	1	0	1	1	1	positive
"Just bought my tickets for the 2010 FIFA World Cup in South Africa. Its going to be a great summer. http://bit.ly/9GEZI"""	Mon May 11 05:53:33 UTC 2009	1026	biren	world cup 2010	3	3	1	3	4	0	0	positive	2	-0.2514648438	4	0.2430419922	0	positive	-1	0	0	0	0	0	0	0	0	positive
"Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG"""	Mon May 11 19:49:06 UTC 2009	1031	DoAndroidsDream	fred wilson	2	1	1	1	2	0	0	neutral	0	-0.0631103516	2	0.0626220703	0	neutral	-1	1	1	0	1	0	0	0	0	neutral
"I have to go to Booz Allen Hamilton for a 2hr meeting :(  But then i get to go home :)"""	Thu May 14 02:58:11 UTC 2009	2010	Moc5085	"booz allen"""""	5	1	0	0	2	0	0	negative	0	-0.2572660446	6	0.073795435	0	negative	-1	0	0	0	0	0	0	0	0	neutral
"The great Indian tamasha truly will unfold from May 16, the result day for Indian General Election."""	Thu May 14 03:41:01 UTC 2009	2011	citizenofindia	indian election	1	3	1	3	4	0	0	positive	3	-0.00390625	7	0.6337890625	0	neutral	-1	0	2	0	1	0	0	0	0	positive
"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday."""	Thu May 14 05:23:32 UTC 2009	2012	Melonze	kindle2	6	3	1	3	6	0	0	positive	1	-0.3739070892	3	0.6022949219	0	positive	-1	1	0	0	0	0	0	0	0	positive
"@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF"""	Thu May 14 05:24:33 UTC 2009	2013	SPReviews	kindle2	3	3	1	4	2	0	0	positive	2	-0.25	3	0.9765625	0	positive	-1	0	0	0	0	0	0	0	0	positive
"ok.. do nothing.. just thinking about 40D"""	Thu May 14 05:25:08 UTC 2009	2014	ha_nobita	40d	1	1	0	0	1	0	0	neutral	1	-0.1249656677	4	0.4089355469	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!"""	Thu May 14 05:26:03 UTC 2009	2015	Jen2Squared	40d	2	4	4	12	3	0	0	positive	4	-0.1557035446	5	1.4131660461	0	positive	-1	4	0	0	0	0	0	0	0	positive
"The Times of India: The wonder that is India's election. http://bit.ly/p7u1H"""	Fri May 15 06:45:54 UTC 2009	2018	__new	india election	0	1	0	0	2	0	0	positive	1	0	3	0.7421875	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"http://is.gd/ArUJ Good video from Google on using search options."""	Sat May 16 16:18:47 UTC 2009	2080	BillVick	google	1	2	1	3	3	0	0	positive	1	-0.0625	2	0.7396261115	0	neutral	-1	1	1	0	1	0	0	1	0	positive
"@ambcharlesfield lol. Ah my skin is itchy :( damn lawnmowing."""	Sat May 16 22:42:21 UTC 2009	2083	xmikeflhxcx	itchy	2	2	1	3	1	2	-6	negative	0	-0.8125	0	0	1	neutral	-1	0	0	0	0	0	1	0	1	positive
"itchy back!! dont ya hate it!"""	Sat May 16 22:42:40 UTC 2009	2084	Timl9068	itchy	2	2	0	0	1	2	-5	negative	1	-1.0625	1	0.1723632794	1	neutral	-4	0	0	1	0	1	1	0	1	negative
"Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH"""	Sat May 16 23:48:10 UTC 2009	2085	PassionModel	stanford	2	1	1	2	1	0	0	positive	2	-0.0625038147	4	0.398563385	0	neutral	-1	1	1	0	2	0	0	0	0	neutral
"Stanford University?s Facebook Profile is One of the Most Popular Official University Pages - http://tinyurl.com/p5b3fl"""	Sat May 16 23:48:38 UTC 2009	2086	TechUpdater	stanford	0	3	1	3	3	0	0	positive	1	0	4	0.1020507813	0	neutral	-1	0	1	0	1	0	0	0	0	positive
"Lyx is cool."""	Sat May 16 23:58:44 UTC 2009	2087	robotickilldozr	lyx	1	2	1	1	0	0	0	positive	0	-0.0145263672	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!!"""	Sun May 17 15:04:50 UTC 2009	2093	TheDALiSiA	Danny Gokey	1	4	2	3	3	0	0	positive	1	-0.0405864716	3	0.1362304688	0	neutral	-1	1	1	0	1	0	0	1	0	positive
"RT @PassionModel 'American Idol' fashion: Adam Lambert tones down, Danny Gokey cute ... http://cli.gs/7JWSHV"""	Sun May 17 15:04:55 UTC 2009	2094	fashion_retweet	Danny Gokey	1	3	1	2	2	0	0	positive	2	-0.28125	3	0.7311720997	1	neutral	-1	0	0	0	0	0	0	0	0	positive
"@dannygokey I love you DANNY GOKEY!! :)"""	Sun May 17 15:05:07 UTC 2009	2095	angelkim17	Danny Gokey	1	3	1	3	0	0	0	positive	1	-0.03125	1	0.3522949219	0	positive	-1	1	0	0	0	0	0	0	0	positive
"RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1"""	Sun May 17 15:10:58 UTC 2009	2096	download11	gm	3	1	1	2	3	1	-2	neutral	0	-0.62890625	1	0.25	0	neutral	-3	0	0	1	0	1	0	1	0	negative
"so tired. i didn't sleep well at all last night."""	Sun May 17 17:27:54 UTC 2009	2097	nichole17	sleep	4	2	0	0	2	1	-2	negative	1	-0.1279296875	3	0.5952061434	1	negative	-1	0	0	0	0	0	0	0	0	positive
"Boarding plane for San Francisco in 1 hour; 6 hr flight. Blech."""	Sun May 17 17:29:05 UTC 2009	2098	xstaylor	san francisco	1	1	0	0	5	0	0	negative	0	-0.125	2	0.0014648438	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"bonjour San Francisco. My back hurts from last night.."""	Sun May 17 17:29:41 UTC 2009	2099	miwahh	san francisco	1	1	0	0	0	1	-2	negative	1	-0.0029296875	2	0.1742845755	0	negative	-3	0	0	0	0	0	0	0	0	negative
"breakers. in San Francisco, CA http://loopt.us/4v88Bw.t"""	Sun May 17 17:30:03 UTC 2009	2100	bKnapp	san francisco	0	1	0	0	3	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Heading to San Francisco"""	Sun May 17 17:30:25 UTC 2009	2101	rayceja	san francisco	0	1	0	0	1	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"With my best girl for a few more hours in San francisco. Mmmmmfamily is wonderful!"""	Sun May 17 17:30:48 UTC 2009	2102	deepikaC	san francisco	2	4	2	7	3	0	0	positive	2	-0.3125	3	0.89453125	0	positive	-1	1	0	0	1	0	0	1	0	positive
"F*** up big, or go home - AIG"""	Sun May 17 17:31:44 UTC 2009	2103	kaaslaw	aig	0	1	1	1	2	0	0	negative	0	0	4	0.1952744108	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Went to see the Star Trek movie last night.  Very satisfying."""	Sun May 17 17:34:55 UTC 2009	2104	Pgobb	star trek	2	3	0	0	1	0	0	positive	2	-0.0654296875	5	0.5826103687	0	neutral	-1	1	1	0	1	0	0	0	0	positive
"I can't wait, going to see star trek tonight!!"""	Sun May 17 17:35:23 UTC 2009	2105	qrboy85	star trek	4	2	0	0	2	0	0	positive	1	-0.421875	2	0.0963140726	0	neutral	-1	1	2	0	1	0	0	0	0	positive
"Star Trek was as good as everyone said!!"""	Sun May 17 17:35:58 UTC 2009	2106	adamrisser	star trek	3	2	1	3	1	0	0	positive	2	-0.1875	2	0.8031637091	0	neutral	-1	2	2	0	2	0	0	1	0	positive
"am loving new malcolm gladwell book - outliers"""	Mon May 18 01:13:21 UTC 2009	2107	GoodPhoenix	Malcolm Gladwell	1	4	1	2	0	0	0	positive	0	-0.03125	3	0.8336181641	0	positive	-1	1	0	0	1	0	0	0	0	positive
"I highly recommend Malcolm Gladwell's 'The Tipping Point.' My next audiobook will probably be one of his as well."""	Mon May 18 01:13:42 UTC 2009	2108	silentcarto	Malcolm Gladwell	3	2	1	2	1	0	0	positive	3	-0.125	7	1.0743764658	0	neutral	-1	0	0	0	1	0	0	0	0	positive
"Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot"""	Mon May 18 01:14:02 UTC 2009	2109	kerrrrrr	Malcolm Gladwell	4	1	0	0	3	2	-7	negative	1	-0.875	2	0.40625	1	neutral	-4	0	0	0	0	0	0	0	1	negative
"@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit"""	Mon May 18 01:14:35 UTC 2009	2110	bling_crosby	Malcolm Gladwell	6	2	0	0	3	4	-12	negative	0	-0.8544921875	2	0.0440383106	2	negative	-5	0	0	1	0	1	3	0	2	negative
"RT @clashmore: http://bit.ly/SOYv7  Great article by Malcolm Gladwell."""	Mon May 18 01:15:31 UTC 2009	2111	ripplemdk	Malcolm Gladwell	1	3	1	3	1	0	0	positive	1	-0.25	1	0.06640625	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"I seriously underestimated Malcolm Gladwell.  I want to meet this dude."""	Mon May 18 01:16:10 UTC 2009	2112	drewlew34	Malcolm Gladwell	3	1	1	1	2	1	-1	positive	1	-0.3139648438	1	0.0391311646	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
"i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do"""	Mon May 18 01:21:12 UTC 2009	2113	MrsGinobili	comcast	7	1	0	0	2	1	-3	negative	1	-0.7444031798	1	0.0436720997	2	negative	-4	0	0	1	0	1	1	1	1	negative
"Comcast sucks."""	Mon May 18 01:22:40 UTC 2009	2114	stormygirl223	comcast	0	1	0	0	0	1	-3	negative	0	0	0	0	0	neutral	-2	0	0	0	0	0	0	0	0	negative
"The day I never have to deal with Comcast again will rank as one of the best days of my life."""	Mon May 18 01:23:00 UTC 2009	2115	theZoctor	comcast	4	2	1	3	3	0	0	negative	3	-0.5932035446	6	0.4338989258	1	neutral	-1	1	1	0	1	0	0	1	0	positive
"@Dommm did comcast fail again??"""	Mon May 18 01:23:30 UTC 2009	2116	motkeps	comcast	1	2	0	0	1	1	-2	negative	0	-0.3321533203	0	0	1	negative	-2	0	0	0	0	0	0	0	0	negative
"How do you use the twitter API?... http://bit.ly/4VBhH"""	Mon May 18 03:10:34 UTC 2009	2117	YouAnswer	"twitter api"""""	1	1	0	0	1	0	0	neutral	0	-0.1249656677	1	0.0664978027	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"curses the Twitter API limit"""	Mon May 18 03:10:52 UTC 2009	2118	marekdsi	"twitter api"""""	1	1	0	0	1	0	0	negative	0	-0.0043945313	0	0	2	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!"""	Mon May 18 03:11:27 UTC 2009	2119	mikecane	"twitter api"""""	2	2	0	0	4	2	-4	negative	0	-0.03515625	3	0.0659796	1	neutral	-4	0	0	0	0	0	0	0	0	negative
"testing Twitter API"""	Mon May 18 03:11:50 UTC 2009	2120	trivektor	"twitter api"""""	0	1	0	0	1	0	0	neutral	0	0	1	0.0625	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Arg. Twitter API is making me crazy."""	Mon May 18 03:12:09 UTC 2009	2121	rdoc420	"twitter api"""""	1	1	0	0	3	1	-2	negative	0	-0.29296875	0	0	1	neutral	-1	0	0	1	0	1	1	0	0	neutral
"Testing Twitter API. Remote Update"""	Mon May 18 03:12:23 UTC 2009	2122	Hot_Tweets	"twitter api"""""	0	1	0	0	2	0	0	neutral	0	0	2	0.08203125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"I'm really loving the new search site Wolfram/Alpha. Makes Google seem so ... quaint. http://www72.wolframalpha.com/"""	Tue May 19 16:20:40 UTC 2009	2137	jeffswhite	wolfram alpha	2	5	1	2	3	0	0	positive	1	-0.09375	5	1.4976806641	0	neutral	-1	2	0	0	2	0	0	0	0	positive
